exp_idx,reference_shift_nm,baseline_shift_nm,proposed_shift_nm,baseline_abs_error_nm,proposed_abs_error_nm
72,0.0085888731226203,0.006902679800987244,0.0038387924432754517,0.001686193321633056,0.004750080679344848
73,-0.006749572706124088,-0.008521944284439087,-0.010419122874736786,0.0017723715783149992,0.003669550168612698
74,0.006996952850652476,0.005348414182662964,0.0021792054176330566,0.0016485386679895124,0.00481774743301942
75,0.0181142649419861,0.018807195127010345,0.01703907549381256,0.0006929301850242438,0.0010751894481735406
76,-0.016915699144691716,-0.010285470634698868,-0.012674789875745773,0.0066302285099928485,0.004240909268945943
77,-0.0048295579226757005,-0.0009716600179672241,-0.004447117447853088,0.0038578979047084764,0.00038244047482261217
78,0.012677003493289426,0.013592883944511414,0.010568656027317047,0.0009158804512219877,0.0021083474659723787
79,-0.02997390477164353,-0.024161137640476227,-0.026819512248039246,0.005812767131167303,0.003154392523604284
80,-0.02876645683251388,-0.0206889770925045,-0.023173820227384567,0.008077479740009379,0.005592636605129313
81,0.02658706506367738,0.022941485047340393,0.021566636860370636,0.0036455800163369863,0.005020428203306743
82,0.015355638585187365,0.013521760702133179,0.011102929711341858,0.0018338778830541864,0.004252708873845507
83,0.023650253037476445,0.022313088178634644,0.020389139652252197,0.0013371648588418016,0.003261113385224248
84,-0.011281156962783662,-0.009916339069604874,-0.013184119015932083,0.0013648178931787887,0.0019029620531484208
85,0.01954045146040731,0.019833877682685852,0.017122022807598114,0.0002934262222785422,0.002418428652809196
86,0.012080361646312744,0.013882026076316833,0.011143289506435394,0.0018016644300040893,0.0009370721398773499
87,0.015164774686671949,0.008749023079872131,0.005755633115768433,0.006415751606799818,0.009409141570903517
88,0.021447474780427613,0.021354176104068756,0.020638763904571533,9.329867635885641e-05,0.0008087108758560793
89,0.021508003723414736,0.02061796933412552,0.01728968322277069,0.0008900343892892168,0.004218320500644045
90,-0.0068003278107811975,-0.008909210562705994,-0.011366404592990875,0.002108882751924796,0.004566076782209678
91,-0.01156393531940523,-0.007567256689071655,-0.009233903139829636,0.003996678630333575,0.002330032179575595
92,0.003952376423936499,0.003731764853000641,0.0005808770656585693,0.00022061157093585838,0.00337149935827793
93,0.014613946031254207,0.018108360469341278,0.01642397791147232,0.0034944144380870713,0.0018100318802181138
94,-0.012328198394318715,-0.01075860857963562,-0.013322785496711731,0.001569589814683095,0.0009945871023930158
95,0.0233716054562925,0.023945927619934082,0.02430640161037445,0.0005743221636415816,0.0009347961540819502
96,-0.02488628492387437,-0.01967698335647583,-0.0216471329331398,0.005209301567398541,0.00323915199073457
97,0.02464628759941243,0.021184176206588745,0.020046941936016083,0.0034621113928236837,0.004599345663396346
98,0.026066989647891118,0.02336163818836212,0.02154407650232315,0.0027053514595289964,0.004522913145567967
99,0.027691569459672223,0.024900637567043304,0.025685057044029236,0.0027909318926289187,0.0020065124156429873
100,-0.012927476437778786,-0.012305937707424164,-0.015243329107761383,0.0006215387303546219,0.0023158526699825974
101,-0.018353599323226204,-0.01370861753821373,-0.015246838331222534,0.004644981785012475,0.0031067609920036703
102,0.00628021106360292,0.0074991509318351746,0.004541285336017609,0.0012189398682322548,0.0017389257275853111
103,-0.008845437620981769,-0.011013828217983246,-0.012955378741025925,0.002168390597001477,0.004109941120044156
104,0.02108618285116758,0.017231620848178864,0.01516144722700119,0.003854562002988716,0.005924735624166389
105,0.02612042251471034,0.024423755705356598,0.02430260181427002,0.0016966668093537432,0.0018178207004403216
106,0.007764980595106067,0.010926544666290283,0.007641829550266266,0.003161564071184216,0.0001231510448398013
107,-0.0044223949874462425,-0.004985205829143524,-0.007079917937517166,0.0005628108416972817,0.0026575229500709237
108,-0.00976040307537712,-0.006275273859500885,-0.00824292004108429,0.0034851292158762353,0.0015174830342928308
109,-0.012120079808872817,-0.00413079559803009,-0.007566884160041809,0.007989284210842726,0.0045531956488310075
110,-0.019722813562207713,-0.012861568480730057,-0.015799090266227722,0.006861245081477656,0.003923723295979991
111,-0.0027735243743969135,0.000482708215713501,-0.0031074881553649902,0.0032562325901104145,0.0003339637809680767
112,-0.0239023233947945,-0.021728109568357468,-0.024403415620326996,0.002174213826437031,0.000501092225532497
113,-0.008569745969488856,-0.006800580769777298,-0.009087778627872467,0.0017691651997115577,0.0005180326583836114
114,0.027166042510574293,0.02611888200044632,0.02821020781993866,0.001047160510127973,0.0010441653093643671
115,0.0025210019779544767,0.007545292377471924,0.00418449193239212,0.005024290399517448,0.0016634899544376437
116,0.029715333170450966,0.02644750475883484,0.028561748564243317,0.003267828411616127,0.0011535846062076492
117,-0.0037367380041966277,0.0016007572412490845,-0.00197630375623703,0.005337495245445712,0.0017604342479595977
118,-0.020368349226434487,-0.013204440474510193,-0.015575006604194641,0.007163908751924294,0.0047933426222398455
119,0.0013530064326631645,0.002473779022693634,-0.0009430982172489166,0.0011207725900304695,0.002296104649912081
120,0.019006512389486398,0.018886707723140717,0.016008935868740082,0.00011980466634568115,0.002997576520746316
